video_id,augmented,env,band,sequence_path,low_quality,valid_ratio,mean_visibility,longest_dropout,split
Backside-8748-3,False,indoor,8_10,processed_videos\sequences\Backside-8748-3__indoor__8_10.npz,False,1.0,0.8188810447851816,0,train
Backside-8748-3,True,indoor,8_10,processed_videos\sequences\Backside-8748-3__gaussian__indoor__8_10.npz,False,1.0,0.8188810447851816,0,train
Backside-8748-3,True,indoor,8_10,processed_videos\sequences\Backside-8748-3__timewarp__indoor__8_10.npz,False,1.0,0.8188810447851816,0,train
Backside-8748-3,True,indoor,8_10,processed_videos\sequences\Backside-8748-3__jitter__indoor__8_10.npz,False,1.0,0.8188810447851816,0,train
Backside-8748-3,True,indoor,8_10,processed_videos\sequences\Backside-8748-3__dropout__indoor__8_10.npz,False,1.0,0.8188810447851816,0,train
Backside-8748-5,False,indoor,8_10,processed_videos\sequences\Backside-8748-5__indoor__8_10.npz,False,1.0,0.8426572581132253,0,test
Backside-8748-5,True,indoor,8_10,processed_videos\sequences\Backside-8748-5__gaussian__indoor__8_10.npz,False,1.0,0.8426572581132253,0,test
Backside-8748-5,True,indoor,8_10,processed_videos\sequences\Backside-8748-5__timewarp__indoor__8_10.npz,False,1.0,0.8426572581132253,0,test
Backside-8748-5,True,indoor,8_10,processed_videos\sequences\Backside-8748-5__jitter__indoor__8_10.npz,False,1.0,0.8426572581132253,0,test
Backside-8748-5,True,indoor,8_10,processed_videos\sequences\Backside-8748-5__dropout__indoor__8_10.npz,False,1.0,0.8426572581132253,0,test
Side-5999-1,False,indoor,8_10,processed_videos\sequences\Side-5999-1__indoor__8_10.npz,False,1.0,0.8639752666155497,0,train
Side-5999-1,True,indoor,8_10,processed_videos\sequences\Side-5999-1__gaussian__indoor__8_10.npz,False,1.0,0.8639752666155497,0,train
Side-5999-1,True,indoor,8_10,processed_videos\sequences\Side-5999-1__timewarp__indoor__8_10.npz,False,1.0,0.8639752666155497,0,train
Side-5999-1,True,indoor,8_10,processed_videos\sequences\Side-5999-1__jitter__indoor__8_10.npz,False,1.0,0.8639752666155497,0,train
Side-5999-1,True,indoor,8_10,processed_videos\sequences\Side-5999-1__dropout__indoor__8_10.npz,False,1.0,0.8639752666155497,0,train
Side-6007-1,False,indoor,8_10,processed_videos\sequences\Side-6007-1__indoor__8_10.npz,False,1.0,0.8236470520496368,0,train
Side-6007-1,True,indoor,8_10,processed_videos\sequences\Side-6007-1__gaussian__indoor__8_10.npz,False,1.0,0.8236470520496368,0,train
Side-6007-1,True,indoor,8_10,processed_videos\sequences\Side-6007-1__timewarp__indoor__8_10.npz,False,1.0,0.8236470520496368,0,train
Side-6007-1,True,indoor,8_10,processed_videos\sequences\Side-6007-1__jitter__indoor__8_10.npz,False,1.0,0.8236470520496368,0,train
Side-6007-1,True,indoor,8_10,processed_videos\sequences\Side-6007-1__dropout__indoor__8_10.npz,False,1.0,0.8236470520496368,0,train
Backside-8897-2,False,outdoor,1_2,processed_videos\sequences\Backside-8897-2__outdoor__1_2.npz,False,1.0,0.8224808772404989,0,train
Backside-8897-2,True,outdoor,1_2,processed_videos\sequences\Backside-8897-2__gaussian__outdoor__1_2.npz,False,1.0,0.8224808772404989,0,train
Backside-8897-2,True,outdoor,1_2,processed_videos\sequences\Backside-8897-2__timewarp__outdoor__1_2.npz,False,1.0,0.8224808772404989,0,train
Backside-8897-2,True,outdoor,1_2,processed_videos\sequences\Backside-8897-2__jitter__outdoor__1_2.npz,False,1.0,0.8224808772404989,0,train
Backside-8897-2,True,outdoor,1_2,processed_videos\sequences\Backside-8897-2__dropout__outdoor__1_2.npz,False,1.0,0.8224808772404989,0,train
Backside-8900-11,False,outdoor,1_2,processed_videos\sequences\Backside-8900-11__outdoor__1_2.npz,False,1.0,0.8172554075717926,0,train
Backside-8900-11,True,outdoor,1_2,processed_videos\sequences\Backside-8900-11__gaussian__outdoor__1_2.npz,False,1.0,0.8172554075717926,0,train
Backside-8900-11,True,outdoor,1_2,processed_videos\sequences\Backside-8900-11__timewarp__outdoor__1_2.npz,False,1.0,0.8172554075717926,0,train
Backside-8900-11,True,outdoor,1_2,processed_videos\sequences\Backside-8900-11__jitter__outdoor__1_2.npz,False,1.0,0.8172554075717926,0,train
Backside-8900-11,True,outdoor,1_2,processed_videos\sequences\Backside-8900-11__dropout__outdoor__1_2.npz,False,1.0,0.8172554075717926,0,train
Side-6088-2,False,outdoor,1_2,processed_videos\sequences\Side-6088-2__outdoor__1_2.npz,False,1.0,0.9326542119185129,0,train
Side-6088-2,True,outdoor,1_2,processed_videos\sequences\Side-6088-2__gaussian__outdoor__1_2.npz,False,1.0,0.9326542119185129,0,train
Side-6088-2,True,outdoor,1_2,processed_videos\sequences\Side-6088-2__timewarp__outdoor__1_2.npz,False,1.0,0.9326542119185129,0,train
Side-6088-2,True,outdoor,1_2,processed_videos\sequences\Side-6088-2__jitter__outdoor__1_2.npz,False,1.0,0.9326542119185129,0,train
Side-6088-2,True,outdoor,1_2,processed_videos\sequences\Side-6088-2__dropout__outdoor__1_2.npz,False,1.0,0.9326542119185129,0,train
Side-6089-1,False,outdoor,1_2,processed_videos\sequences\Side-6089-1__outdoor__1_2.npz,False,1.0,0.9281229277451833,0,val
Side-6089-1,True,outdoor,1_2,processed_videos\sequences\Side-6089-1__gaussian__outdoor__1_2.npz,False,1.0,0.9281229277451833,0,val
Side-6089-1,True,outdoor,1_2,processed_videos\sequences\Side-6089-1__timewarp__outdoor__1_2.npz,False,1.0,0.9281229277451833,0,val
Side-6089-1,True,outdoor,1_2,processed_videos\sequences\Side-6089-1__jitter__outdoor__1_2.npz,False,1.0,0.9281229277451833,0,val
Side-6089-1,True,outdoor,1_2,processed_videos\sequences\Side-6089-1__dropout__outdoor__1_2.npz,False,1.0,0.9281229277451833,0,val
Backside-8900-8,False,outdoor,2_4,processed_videos\sequences\Backside-8900-8__outdoor__2_4.npz,False,1.0,0.8002433776855469,0,train
Backside-8900-8,True,outdoor,2_4,processed_videos\sequences\Backside-8900-8__gaussian__outdoor__2_4.npz,False,1.0,0.8002433776855469,0,train
Backside-8900-8,True,outdoor,2_4,processed_videos\sequences\Backside-8900-8__timewarp__outdoor__2_4.npz,False,1.0,0.8002433776855469,0,train
Backside-8900-8,True,outdoor,2_4,processed_videos\sequences\Backside-8900-8__jitter__outdoor__2_4.npz,False,1.0,0.8002433776855469,0,train
Backside-8900-8,True,outdoor,2_4,processed_videos\sequences\Backside-8900-8__dropout__outdoor__2_4.npz,False,1.0,0.8002433776855469,0,train
Backside-8900-9,False,outdoor,2_4,processed_videos\sequences\Backside-8900-9__outdoor__2_4.npz,False,1.0,0.8155715763568878,0,train
Backside-8900-9,True,outdoor,2_4,processed_videos\sequences\Backside-8900-9__gaussian__outdoor__2_4.npz,False,1.0,0.8155715763568878,0,train
Backside-8900-9,True,outdoor,2_4,processed_videos\sequences\Backside-8900-9__timewarp__outdoor__2_4.npz,False,1.0,0.8155715763568878,0,train
Backside-8900-9,True,outdoor,2_4,processed_videos\sequences\Backside-8900-9__jitter__outdoor__2_4.npz,False,1.0,0.8155715763568878,0,train
Backside-8900-9,True,outdoor,2_4,processed_videos\sequences\Backside-8900-9__dropout__outdoor__2_4.npz,False,1.0,0.8155715763568878,0,train
Side-6086-8,False,outdoor,2_4,processed_videos\sequences\Side-6086-8__outdoor__2_4.npz,False,1.0,0.9133363862832388,0,train
Side-6086-8,True,outdoor,2_4,processed_videos\sequences\Side-6086-8__gaussian__outdoor__2_4.npz,False,1.0,0.9133363862832388,0,train
Side-6086-8,True,outdoor,2_4,processed_videos\sequences\Side-6086-8__timewarp__outdoor__2_4.npz,False,1.0,0.9133363862832388,0,train
Side-6086-8,True,outdoor,2_4,processed_videos\sequences\Side-6086-8__jitter__outdoor__2_4.npz,False,1.0,0.9133363862832388,0,train
Side-6086-8,True,outdoor,2_4,processed_videos\sequences\Side-6086-8__dropout__outdoor__2_4.npz,False,1.0,0.9133363862832388,0,train
Side-6086-9,False,outdoor,2_4,processed_videos\sequences\Side-6086-9__outdoor__2_4.npz,False,1.0,0.9149460891882578,0,val
Side-6086-9,True,outdoor,2_4,processed_videos\sequences\Side-6086-9__gaussian__outdoor__2_4.npz,False,1.0,0.9149460891882578,0,val
Side-6086-9,True,outdoor,2_4,processed_videos\sequences\Side-6086-9__timewarp__outdoor__2_4.npz,False,1.0,0.9149460891882578,0,val
Side-6086-9,True,outdoor,2_4,processed_videos\sequences\Side-6086-9__jitter__outdoor__2_4.npz,False,1.0,0.9149460891882578,0,val
Side-6086-9,True,outdoor,2_4,processed_videos\sequences\Side-6086-9__dropout__outdoor__2_4.npz,False,1.0,0.9149460891882578,0,val
Backside-8896-22,False,outdoor,4_6,processed_videos\sequences\Backside-8896-22__outdoor__4_6.npz,False,1.0,0.8048232992490133,0,train
Backside-8896-22,True,outdoor,4_6,processed_videos\sequences\Backside-8896-22__gaussian__outdoor__4_6.npz,False,1.0,0.8048232992490133,0,train
Backside-8896-22,True,outdoor,4_6,processed_videos\sequences\Backside-8896-22__timewarp__outdoor__4_6.npz,False,1.0,0.8048232992490133,0,train
Backside-8896-22,True,outdoor,4_6,processed_videos\sequences\Backside-8896-22__jitter__outdoor__4_6.npz,False,1.0,0.8048232992490133,0,train
Backside-8896-22,True,outdoor,4_6,processed_videos\sequences\Backside-8896-22__dropout__outdoor__4_6.npz,False,1.0,0.8048232992490133,0,train
Backside-8896-23,False,outdoor,4_6,processed_videos\sequences\Backside-8896-23__outdoor__4_6.npz,False,1.0,0.8221153020858765,0,test
Backside-8896-23,True,outdoor,4_6,processed_videos\sequences\Backside-8896-23__gaussian__outdoor__4_6.npz,False,1.0,0.8221153020858765,0,test
Backside-8896-23,True,outdoor,4_6,processed_videos\sequences\Backside-8896-23__timewarp__outdoor__4_6.npz,False,1.0,0.8221153020858765,0,test
Backside-8896-23,True,outdoor,4_6,processed_videos\sequences\Backside-8896-23__jitter__outdoor__4_6.npz,False,1.0,0.8221153020858765,0,test
Backside-8896-23,True,outdoor,4_6,processed_videos\sequences\Backside-8896-23__dropout__outdoor__4_6.npz,False,1.0,0.8221153020858765,0,test
Backside-8900-3,False,outdoor,4_6,processed_videos\sequences\Backside-8900-3__outdoor__4_6.npz,False,1.0,0.877496729294459,0,train
Backside-8900-3,True,outdoor,4_6,processed_videos\sequences\Backside-8900-3__gaussian__outdoor__4_6.npz,False,1.0,0.877496729294459,0,train
Backside-8900-3,True,outdoor,4_6,processed_videos\sequences\Backside-8900-3__timewarp__outdoor__4_6.npz,False,1.0,0.877496729294459,0,train
Backside-8900-3,True,outdoor,4_6,processed_videos\sequences\Backside-8900-3__jitter__outdoor__4_6.npz,False,1.0,0.877496729294459,0,train
Backside-8900-3,True,outdoor,4_6,processed_videos\sequences\Backside-8900-3__dropout__outdoor__4_6.npz,False,1.0,0.877496729294459,0,train
Side-6086-1,False,outdoor,4_6,processed_videos\sequences\Side-6086-1__outdoor__4_6.npz,False,1.0,0.9336387316385905,0,train
Side-6086-1,True,outdoor,4_6,processed_videos\sequences\Side-6086-1__gaussian__outdoor__4_6.npz,False,1.0,0.9336387316385905,0,train
Side-6086-1,True,outdoor,4_6,processed_videos\sequences\Side-6086-1__timewarp__outdoor__4_6.npz,False,1.0,0.9336387316385905,0,train
Side-6086-1,True,outdoor,4_6,processed_videos\sequences\Side-6086-1__jitter__outdoor__4_6.npz,False,1.0,0.9336387316385905,0,train
Side-6086-1,True,outdoor,4_6,processed_videos\sequences\Side-6086-1__dropout__outdoor__4_6.npz,False,1.0,0.9336387316385905,0,train
Side-6086-4,False,outdoor,4_6,processed_videos\sequences\Side-6086-4__outdoor__4_6.npz,False,1.0,0.9123395681381226,0,train
Side-6086-4,True,outdoor,4_6,processed_videos\sequences\Side-6086-4__gaussian__outdoor__4_6.npz,False,1.0,0.9123395681381226,0,train
Side-6086-4,True,outdoor,4_6,processed_videos\sequences\Side-6086-4__timewarp__outdoor__4_6.npz,False,1.0,0.9123395681381226,0,train
Side-6086-4,True,outdoor,4_6,processed_videos\sequences\Side-6086-4__jitter__outdoor__4_6.npz,False,1.0,0.9123395681381226,0,train
Side-6086-4,True,outdoor,4_6,processed_videos\sequences\Side-6086-4__dropout__outdoor__4_6.npz,False,1.0,0.9123395681381226,0,train
